name,arabidopsis_gene,isTF,isTR,gene_annotation
LOC112023630,AT2G46270,1,0,G-box-binding factor 3
LOC112023634,AT1G20770,0,0,No Description available
LOC112023635,AT5G43822,0,0,No Description available
LOC112023636,AT1G42960,0,0,No Description available
LOC112023637,AT1G42970,0,0,"glyceraldehyde-3-phosphate dehydrogenase B, chloroplastic"
LOC112023638,AT1G42480,0,0,No Description available
LOC112023639,AT1G20693,0,1,HMG1/2-like protein
LOC112023640,AT5G43820,0,0,putative pentatricopeptide repeat-containing protein At5g43820
LOC112023642,AT4G35530,0,0,No Description available
LOC112023643,AT4G39710,0,0,"photosynthetic NDH subunit of lumenal location 4, chloroplastic"
LOC112023644,AT5G10080,0,0,aspartic proteinase-like protein 1
LOC112023645,AT1G42550,0,0,protein PLASTID MOVEMENT IMPAIRED 1
LOC112023646,AT1G50180,0,0,protein RECOGNITION OF PERONOSPORA PARASITICA 7
LOC112023647,AT4G39830,0,0,L-ascorbate oxidase
LOC112023648,AT1G20830,0,0,protein MULTIPLE CHLOROPLAST DIVISION SITE 1
LOC112023649,AT4G39690,0,0,"MICOS complex subunit MIC60, mitochondrial"
LOC112023650,AT1G20780,0,0,U-box domain-containing protein 44
LOC112023652,AT5G42350,0,0,F-box/kelch-repeat protein At5g42350
LOC112023653,AT4G39680,0,0,No Description available
LOC112023654,AT1G36240,0,0,large ribosomal subunit protein eL30
LOC112023655,AT5G10060,0,0,No Description available
LOC112023656,AT4G39830,0,0,L-ascorbate oxidase
LOC112023657,AT5G43822,0,0,No Description available
LOC112023658,AT4G29360,0,0,"glucan endo-1,3-beta-D-glucosidase"
LOC112023662,AT5G10070,0,0,No Description available
LOC112023663,AT4G35987,0,0,calmodulin-lysine N-methyltransferase
LOC112023680,--,0,0,No Description available
LOC112023681,--,0,0,No Description available
LOC112023683,AT4G27745,0,0,protein yippee-like At4g27745
LOC112023685,AT3G14470,0,0,putative disease resistance protein RGA4
LOC112023688,--,0,0,No Description available
LOC112023689,AT1G11190,0,0,endonuclease 1
LOC112023690,AT4G21585,0,0,endonuclease 4
LOC112023691,AT3G10380,0,0,exocyst complex component SEC8
LOC112023692,AT3G16480,0,0,mitochondrial-processing peptidase subunit alpha
LOC112023693,AT1G76940,0,0,RNA-binding protein 2
LOC112023695,AT5G56630,0,0,ATP-dependent 6-phosphofructokinase 7
LOC112023697,AT3G16480,0,0,mitochondrial-processing peptidase subunit alpha
LOC112023701,AT3G16370,0,0,GDSL esterase/lipase APG
LOC112023702,AT3G47570,0,0,probable serine/threonine-protein kinase PBL1
LOC112023704,AT4G27730,0,0,oligopeptide transporter 6
LOC112023707,AT4G03460,0,0,protein ACCELERATED CELL DEATH 6
LOC112023710,AT1G51965,0,0,"pentatricopeptide repeat-containing protein At1g51965, mitochondrial"
LOC112023711,AT4G25150,0,0,acid phosphatase 1
LOC112023712,AT1G36310,0,0,tRNA (carboxymethyluridine(34)-5-O)-methyltransferase
LOC112023713,AT2G39140,0,0,"putative ribosomal large subunit pseudouridine synthase SVR1, chloroplastic"
LOC112023714,AT5G50340,0,0,No Description available
LOC112023716,AT3G54870,0,0,kinesin-like protein KIN-UC
LOC112023717,AT3G10390,0,1,protein FLOWERING LOCUS D
LOC112023719,AT4G03460,0,0,protein ACCELERATED CELL DEATH 6
LOC112023721,AT5G16860,0,0,pentatricopeptide repeat-containing protein At2g13600
LOC112023722,AT4G27750,0,0,No Description available
LOC112023725,AT5G59890,0,0,actin-depolymerizing factor 2
LOC112023729,AT3G14470,0,0,putative disease resistance protein RGA3
LOC112023730,AT4G27740,0,0,protein yippee-like At4g27740
LOC112023734,AT3G10370,0,0,"glycerol-3-phosphate dehydrogenase SDP6, mitochondrial"
LOC112023735,--,0,0,No Description available
LOC112023736,AT3G47090,0,0,probable LRR receptor-like serine/threonine-protein kinase At3g47570
LOC112023737,AT2G01950,0,0,serine/threonine-protein kinase BRI1-like 2
LOC112023738,AT1G02390,0,0,probable glycerol-3-phosphate acyltransferase 3
LOC112023740,AT3G61850,1,0,dof zinc finger protein 1
LOC112023742,AT4G27730,0,0,oligopeptide transporter 6
LOC112023744,AT1G52080,0,0,"protein CHUP1, chloroplastic"
LOC112023745,AT2G39170,0,0,No Description available
LOC112023746,--,0,0,No Description available
LOC112023752,AT3G14460,0,0,putative disease resistance protein RGA3
LOC112023758,AT2G19230,0,0,putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g19230
LOC112023763,AT3G47110,0,0,probable LRR receptor-like serine/threonine-protein kinase At3g47570
LOC112023780,AT4G17670,0,0,FCS-Like Zinc finger 2
LOC112023781,AT4G17100,0,0,No Description available
LOC112023782,AT5G49770,0,0,probable receptor-like protein kinase At5g18500
LOC112023783,--,0,0,No Description available
LOC112023784,--,0,0,No Description available
LOC112023785,AT1G32740,0,0,E3 ubiquitin-protein ligase BOI
LOC112023786,AT4G17140,0,0,No Description available
LOC112023791,AT2G30620,0,0,histone H1
LOC112023792,AT2G28930,0,0,probable serine/threonine-protein kinase PBL10
LOC112023797,--,0,0,No Description available
LOC112023799,AT2G35120,0,0,No Description available
LOC112023808,AT3G05650,0,0,receptor-like protein EIX2
LOC112023813,AT2G27285,0,0,No Description available
LOC112023815,AT3G14290,0,0,proteasome subunit alpha type-5
LOC112023817,AT2G35140,0,0,No Description available
LOC112023819,AT4G20070,0,0,allantoate deiminase 1
LOC112023820,AT4G19890,0,0,pentatricopeptide repeat-containing protein At4g19890
LOC112023821,AT4G19880,0,0,No Description available
LOC112023823,--,0,0,No Description available
LOC112023825,--,0,0,No Description available
LOC112023826,AT5G36930,0,0,TMV resistance protein N
LOC112023827,AT1G69010,1,0,transcription factor BIM2
LOC112023828,AT3G14470,0,0,putative disease resistance protein RGA3
LOC112023843,AT5G38880,0,0,AUGMIN subunit 5
LOC112023844,AT5G38900,0,0,No Description available
LOC112023845,AT5G15780,0,0,No Description available
LOC112023846,AT3G02290,0,0,E3 ubiquitin-protein ligase At3g02290
LOC112023849,AT1G48120,0,0,serine/threonine-protein phosphatase 7 long form homolog
LOC112023852,AT1G69120,1,0,agamous-like MADS-box protein FUL-L
LOC112023854,AT4G35490,0,0,large ribosomal subunit protein uL11m
LOC112023855,AT3G02300,0,0,No Description available
LOC112023856,AT3G02250,0,0,rhamnogalacturonan I rhamnosyltransferase 1
LOC112023860,AT3G30300,0,0,O-fucosyltransferase 27
LOC112023861,AT5G15750,0,0,No Description available
LOC112023863,AT5G15802,0,0,No Description available
LOC112023864,AT3G02260,0,0,auxin transport protein BIG
LOC112023872,--,0,0,No Description available
LOC112023876,--,0,0,No Description available
LOC112023879,--,0,0,No Description available
LOC112023881,AT4G23850,0,0,long chain acyl-CoA synthetase 4
LOC112023882,AT3G08850,0,0,regulatory-associated protein of TOR 1
LOC112023883,AT1G64385,0,0,No Description available
LOC112023884,--,0,0,subtilisin-like protease SBT2.5
LOC112023885,AT5G57610,0,0,RAF-like serine/threonine-protein kinase PRAF
LOC112023886,AT5G62050,0,0,mitochondrial inner membrane protein OXA1
LOC112023887,AT1G64390,0,0,endoglucanase 6
LOC112023889,AT4G23820,0,0,probable polygalacturonase
LOC112023891,AT5G52450,0,0,protein DETOXIFICATION 16
LOC112023893,AT4G29040,0,0,26S proteasome regulatory subunit 4 homolog B
LOC112023895,AT2G38400,0,0,"alanine--glyoxylate aminotransferase 2 homolog 2, mitochondrial"
LOC112023896,AT5G57620,1,0,transcription factor MYB36
LOC112023897,AT2G46410,1,0,transcription factor CPC
LOC112023899,AT1G64380,1,0,ethylene-responsive transcription factor ERF061
LOC112023901,AT3G14160,0,0,No Description available
LOC112023902,AT5G41850,0,0,No Description available
LOC112023903,AT4G23840,0,0,No Description available
LOC112023905,AT2G40435,0,0,transcription factor bHLH61
LOC112023906,AT5G63140,0,0,probable inactive purple acid phosphatase 29
LOC112023907,--,0,0,No Description available
LOC112023913,AT2G35540,0,0,No Description available
LOC112023915,AT1G08920,0,0,sugar transporter ERD6-like 5
LOC112023918,AT1G54730,0,0,sugar transporter ERD6-like 5
LOC112023922,AT1G22440,0,0,alcohol dehydrogenase-like 2
LOC112023923,AT5G67360,0,0,subtilisin-like protease SBT1.7
LOC112023924,AT1G22430,0,0,alcohol dehydrogenase-like 2
LOC112023925,AT5G65860,0,0,protein arginine N-methyltransferase 2
LOC112023926,AT2G35530,1,0,bZIP transcription factor 16
LOC112023927,AT5G46860,0,0,syntaxin-22
LOC112023929,AT4G31940,0,0,cytochrome P450 CYP82D47
LOC112023930,AT3G57870,0,0,SUMO-conjugating enzyme SCE1
LOC112023931,AT5G45390,0,0,"ATP-dependent Clp protease proteolytic subunit 4, chloroplastic"
LOC112023932,AT1G32130,0,1,protein IWS1 homolog 1
LOC112023933,AT4G36480,0,0,long chain base biosynthesis protein 1
LOC112023934,AT1G32100,0,0,bifunctional pinoresinol-lariciresinol reductase 2
LOC112023935,AT5G19440,0,0,phenylacetaldehyde reductase
LOC112023936,AT1G32100,0,0,bifunctional pinoresinol-lariciresinol reductase 2
LOC112023938,AT1G51410,0,0,phenylacetaldehyde reductase
LOC112023939,AT1G54730,0,0,sugar transporter ERD6-like 5
LOC112023940,AT4G31940,0,0,cytochrome P450 CYP82D47
LOC112023944,AT3G13310,0,0,"chaperone protein dnaJ 11, chloroplastic"
LOC112023945,AT3G01680,0,0,protein SIEVE ELEMENT OCCLUSION B
LOC112023946,--,0,0,No Description available
LOC112023949,AT5G66600,0,0,No Description available
LOC112023950,AT4G03540,0,0,CASP-like protein 1C1
LOC112023951,AT5G14460,0,0,No Description available
LOC112023952,AT4G03550,0,0,callose synthase 12
LOC112023954,AT4G28300,0,0,No Description available
LOC112023957,AT5G44030,0,0,cellulose synthase A catalytic subunit 4 [UDP-forming]
LOC112023959,AT3G07060,0,0,No Description available
LOC112023960,AT5G01020,0,0,probable serine/threonine-protein kinase PBL8
LOC112023961,AT2G38640,0,0,protein LURP-one-related 8
LOC112023963,AT1G14780,0,0,MACPF domain-containing protein At1g14780
LOC112023966,AT5G40580,0,0,proteasome subunit beta type-7-B
LOC112023968,AT4G35850,0,0,"pentatricopeptide repeat-containing protein At4g35850, mitochondrial"
LOC112023969,AT1G60690,0,0,probable aldo-keto reductase 2
LOC112023970,AT4G28610,1,0,protein PHOSPHATE STARVATION RESPONSE 1
LOC112023971,AT3G27460,0,0,SAGA-associated factor 29 homolog A
LOC112023973,AT2G17980,0,0,SEC1 family transport protein SLY1
LOC112023974,AT3G01640,0,0,glucuronokinase 1
LOC112023976,AT5G16810,0,0,No Description available
LOC112023977,AT3G56510,0,0,pre-rRNA-processing protein ESF2
LOC112023978,AT2G31290,0,0,"protein WHAT'S THIS FACTOR 1 homolog, chloroplastic"
LOC112023981,AT3G07880,0,0,rho GDP-dissociation inhibitor 1
LOC112023982,AT3G27470,0,0,No Description available
LOC112023983,AT4G03520,0,0,No Description available
LOC112023984,AT1G03687,0,0,No Description available
LOC112023986,AT5G16790,0,0,THO complex subunit 7B
LOC112023987,AT5G50250,0,0,"28 kDa ribonucleoprotein, chloroplastic"
LOC112023990,AT2G20690,0,0,riboflavin synthase
LOC112023991,AT5G14440,0,0,No Description available
LOC112023992,--,0,0,No Description available
LOC112023994,AT3G27520,0,0,No Description available
LOC112023996,AT3G14930,0,0,"uroporphyrinogen decarboxylase 1, chloroplastic"
LOC112024000,AT4G08850,0,0,probable leucine-rich repeat receptor-like protein kinase At1g35710
LOC112024006,AT3G27530,0,0,golgin candidate 6
LOC112024010,AT4G08850,0,0,MDIS1-interacting receptor like kinase 2-like
LOC112024013,AT4G35860,0,0,ras-related protein RABB1b
LOC112024017,--,0,0,No Description available
LOC112024023,AT5G26570,0,0,"phosphoglucan, water dikinase, chloroplastic"
LOC112024028,--,0,0,No Description available
LOC112024029,--,0,0,No Description available
LOC112024030,AT5G14450,0,0,GDSL esterase/lipase At5g14450
LOC112024033,AT5G14430,0,0,probable methyltransferase PMT9
LOC112024034,AT5G14410,0,0,No Description available
LOC112024038,--,0,0,No Description available
LOC112024039,AT5G14450,0,0,GDSL esterase/lipase At5g14450
LOC112024041,AT5G40600,0,0,No Description available
LOC112024047,--,0,0,No Description available
LOC112024048,AT3G01680,0,0,protein SIEVE ELEMENT OCCLUSION B
LOC112024056,AT2G31870,0,0,poly(ADP-ribose) glycohydrolase 1
LOC112024059,AT1G05610,0,0,"inactive glucose-1-phosphate adenylyltransferase small subunit 2, chloroplastic"
LOC112024060,AT2G31840,0,0,"thioredoxin-like fold domain-containing protein MRL7L, chloroplastic"
LOC112024062,AT1G51060,0,0,probable histone H2A.1
LOC112024067,AT1G20520,0,0,No Description available
LOC112024068,AT4G38540,0,0,monooxygenase 2
LOC112024071,AT2G44050,0,0,"6,7-dimethyl-8-ribityllumazine synthase, chloroplastic"
LOC112024072,AT3G02810,0,0,receptor-like kinase LIP2
LOC112024073,AT2G18740,0,0,No Description available
LOC112024074,AT1G26120,0,0,probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL1
LOC112024076,--,0,0,No Description available
LOC112024077,AT3G25620,0,0,ABC transporter G family member 21
LOC112024080,--,0,0,No Description available
LOC112024082,AT4G27650,0,0,No Description available
LOC112024084,--,0,0,No Description available
LOC112024085,AT2G29150,0,0,tropinone reductase homolog At5g06060
LOC112024092,AT4G24250,0,0,MLO-like protein 13
LOC112024093,AT1G52280,0,0,ras-related protein Rab7
LOC112024095,AT5G02070,0,0,wall-associated receptor kinase-like 20
LOC112024105,AT2G37770,0,0,"NADPH-dependent aldo-keto reductase, chloroplastic"
LOC112024106,AT2G37770,0,0,"NADPH-dependent aldo-keto reductase, chloroplastic"
LOC112024108,AT2G39800,0,0,delta-1-pyrroline-5-carboxylate synthase
LOC112024110,AT3G24550,0,0,proline-rich receptor-like protein kinase PERK1
LOC112024111,AT2G37770,0,0,"NADPH-dependent aldo-keto reductase, chloroplastic"
LOC112024112,AT5G02050,0,0,No Description available
LOC112024113,AT5G02090,0,0,No Description available
LOC112024114,AT2G37770,0,0,"NADPH-dependent aldo-keto reductase, chloroplastic"
LOC112024115,AT3G53850,0,0,CASP-like protein 5B2
LOC112024117,AT2G39770,0,0,mannose-1-phosphate guanylyltransferase 1
LOC112024118,AT2G20830,0,0,No Description available
LOC112024119,--,0,0,No Description available
LOC112024120,AT1G03530,0,0,H/ACA ribonucleoprotein complex non-core subunit NAF1
LOC112024122,AT2G26570,0,0,protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1
LOC112024123,AT1G76640,0,0,probable calcium-binding protein CML33
LOC112024124,AT4G33330,0,0,UDP-glucuronate:xylan alpha-glucuronosyltransferase 2-like
LOC112024128,AT4G33330,0,0,UDP-glucuronate:xylan alpha-glucuronosyltransferase 2
LOC112024129,AT4G33350,0,0,"protein TIC 22, chloroplastic"
LOC112024130,AT4G25000,0,0,alpha-amylase
LOC112024131,AT4G28190,1,0,protein ULTRAPETALA 1
LOC112024133,AT1G45474,0,0,"photosystem I chlorophyll a/b-binding protein 5, chloroplastic"
LOC112024134,AT4G33400,0,0,protein CYPRO4
LOC112024137,--,0,0,small nucleolar RNA U3
LOC112024151,AT2G40480,0,0,WEB family protein At2g40480
LOC112024152,AT2G40490,0,0,uroporphyrinogen decarboxylase
LOC112024153,AT5G05330,0,0,high mobility group B protein 7
LOC112024154,AT4G30820,0,0,No Description available
LOC112024157,AT4G30790,0,0,autophagy-related protein 11
LOC112024158,AT4G30780,0,0,No Description available
LOC112024159,AT4G30810,0,0,serine carboxypeptidase II-2
LOC112024162,AT4G30810,0,0,serine carboxypeptidase-like 29
LOC112024164,AT4G30825,0,0,"pentatricopeptide repeat-containing protein At4g30825, chloroplastic"
LOC112024165,--,0,0,No Description available
LOC112024175,AT1G18390,0,0,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2
LOC112024176,AT4G00390,1,0,probable transcription factor At4g00390
LOC112024177,AT1G66910,0,0,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.1
LOC112024180,AT5G60020,0,0,laccase-17
LOC112024181,AT5G26820,0,0,"solute carrier family 40 member 3, chloroplastic"
LOC112024182,--,0,0,acyl-CoA-binding domain-containing protein 5
LOC112024187,AT2G30380,0,0,protein GRAVITROPIC IN THE LIGHT 1
LOC112024189,AT2G30395,0,0,transcription repressor OFP17
LOC112024191,AT5G58350,0,0,probable serine/threonine-protein kinase WNK4
LOC112024197,AT3G51620,0,0,No Description available
LOC112024198,AT2G30360,0,0,CBL-interacting serine/threonine-protein kinase 11
LOC112024199,AT2G30370,0,0,EPIDERMAL PATTERNING FACTOR-like protein 6
LOC112024202,AT3G56340,0,0,small ribosomal subunit protein eS26x
LOC112024206,AT2G33790,0,0,non-classical arabinogalactan protein 31
LOC112024210,AT2G01600,0,0,putative clathrin assembly protein At2g01600
LOC112024212,AT3G14470,0,0,putative disease resistance protein RGA3
LOC112024214,AT4G30920,0,0,leucine aminopeptidase 1
LOC112024215,AT4G30935,1,0,probable WRKY transcription factor 32
LOC112024218,AT1G23170,0,0,No Description available
LOC112024219,AT1G70530,0,0,cysteine-rich receptor-like protein kinase 3
LOC112024220,AT4G39955,0,0,No Description available
LOC112024221,AT4G30900,0,0,No Description available
LOC112024233,AT1G70740,0,0,cysteine-rich receptor-like protein kinase 43
LOC112024234,AT4G24820,0,0,26S proteasome non-ATPase regulatory subunit 6
LOC112024235,AT5G57940,0,0,probable cyclic nucleotide-gated ion channel 5
LOC112024236,AT1G53600,0,0,"pentatricopeptide repeat-containing protein At1g53600, mitochondrial"
LOC112024237,AT2G34700,0,0,non-classical arabinogalactan protein 31
LOC112024238,AT4G39952,0,0,"pentatricopeptide repeat-containing protein At4g39952, mitochondrial"
LOC112024239,--,0,0,No Description available
LOC112024240,AT1G14900,0,0,HMG-Y-related protein B
LOC112024241,AT5G27660,0,0,putative protease Do-like 14
LOC112024242,AT5G57950,0,0,No Description available
LOC112024244,--,0,0,No Description available
LOC112024245,AT1G23180,0,0,No Description available
LOC112024247,AT5G03900,0,0,No Description available
LOC112024248,AT2G36240,0,0,pentatricopeptide repeat-containing protein At2g36240
LOC112024249,AT4G30580,0,0,"1-acyl-sn-glycerol-3-phosphate acyltransferase BAT2, chloroplastic"
LOC112024250,AT2G24170,0,0,transmembrane 9 superfamily member 10
LOC112024251,AT5G57970,0,0,No Description available
LOC112024252,AT4G21380,0,0,receptor-like serine/threonine-protein kinase SD1-8
LOC112024254,AT1G70520,0,0,cysteine-rich receptor-like protein kinase 2
LOC112024255,AT2G01590,0,0,"probable NAD(P)H dehydrogenase subunit CRR3, chloroplastic"
LOC112024257,AT5G27670,0,0,histone H2A.1
LOC112024258,AT1G70760,0,0,"NAD(P)H-quinone oxidoreductase subunit L, chloroplastic"
LOC112024259,--,0,0,No Description available
LOC112024260,--,0,0,No Description available
LOC112024266,AT1G43860,0,0,No Description available
LOC112024268,--,0,0,No Description available
LOC112024295,AT5G36930,0,0,TMV resistance protein N
LOC112024299,AT3G57030,0,0,protein STRICTOSIDINE SYNTHASE-LIKE 10
LOC112024304,AT3G19430,0,0,transcriptional repressor rco-1-like
LOC112024305,AT4G39120,0,0,"bifunctional phosphatase IMPL2, chloroplastic"
LOC112024306,AT2G21500,0,0,No Description available
LOC112024307,AT3G05850,0,0,No Description available
LOC112024308,AT3G28960,0,0,amino acid transporter AVT1I
LOC112024309,AT3G01175,0,0,No Description available
LOC112024316,--,0,0,No Description available
LOC112024317,AT3G01180,0,0,"granule-bound starch synthase 2, chloroplastic/amyloplastic"
LOC112024319,AT3G05700,0,0,protein DEHYDRATION-INDUCED 19 homolog 3
LOC112024320,AT4G11420,0,0,eukaryotic translation initiation factor 3 subunit A
LOC112024322,AT3G06720,0,0,importin subunit alpha-1a
LOC112024323,AT5G27000,0,0,kinesin-like protein KIN-14G
LOC112024330,AT5G40320,0,0,No Description available
LOC112024331,AT5G26940,0,0,"exonuclease DPD1, chloroplastic/mitochondrial"
LOC112024336,AT5G09360,0,0,putative laccase-9
LOC112024337,AT1G09160,0,0,probable protein phosphatase 2C 5
LOC112024339,AT5G15230,0,0,gibberellin-regulated protein 4
LOC112024340,AT5G15250,0,0,"ATP-dependent zinc metalloprotease FTSH 6, chloroplastic"
LOC112024341,AT1G15690,0,0,pyrophosphate-energized vacuolar membrane proton pump
LOC112024342,AT3G28970,0,0,defective in cullin neddylation protein AAR3
LOC112024343,--,0,0,No Description available
LOC112024345,AT4G32140,0,0,No Description available
LOC112024346,AT1G56300,0,0,No Description available
LOC112024348,AT4G12340,0,0,No Description available
LOC112024351,AT5G26940,0,0,"exonuclease DPD1, chloroplastic/mitochondrial"
LOC112024352,AT1G09195,0,0,No Description available
LOC112024353,AT3G21180,0,0,"calcium-transporting ATPase 9, plasma membrane-type"
LOC112024355,AT1G60430,0,0,actin-related protein 2/3 complex subunit 3
LOC112024356,AT4G11060,0,0,"single-stranded DNA-binding protein, mitochondrial"
LOC112024357,AT5G20410,0,0,"monogalactosyldiacylglycerol synthase 2, chloroplastic"
LOC112024359,AT2G36730,0,0,pentatricopeptide repeat-containing protein At2g36730
LOC112024360,AT5G10790,0,0,ubiquitin C-terminal hydrolase 22
LOC112024361,AT3G05670,0,1,No Description available
LOC112024362,AT4G32140,0,0,No Description available
LOC112024363,AT3G05710,0,0,syntaxin-43
LOC112024364,AT1G56310,0,0,No Description available
LOC112024365,AT4G25800,0,0,calmodulin-binding protein 60 B
LOC112024366,--,0,0,No Description available
LOC112024379,AT5G15870,0,0,No Description available
LOC112024382,AT3G28890,0,0,receptor-like protein 18
LOC112024383,AT1G19260,0,0,No Description available
LOC112024384,AT1G70780,0,0,No Description available
LOC112024390,AT5G60790,0,0,ABC transporter F family member 1
LOC112024391,AT3G19290,1,0,ABSCISIC ACID-INSENSITIVE 5-like protein 7
LOC112024392,AT4G34020,0,0,protein DJ-1 homolog C
LOC112024394,AT3G23330,0,0,putative pentatricopeptide repeat-containing protein At3g23330
LOC112024395,AT4G34030,0,0,"methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
LOC112024397,AT1G68590,0,0,small ribosomal subunit protein cS23-like
LOC112024399,AT2G15490,0,0,UDP-glucose flavonoid 3-O-glucosyltransferase 7-like
LOC112024401,AT1G70780,0,0,No Description available
LOC112024403,AT1G13340,0,0,No Description available
LOC112024408,AT1G56140,0,0,probable LRR receptor-like serine/threonine-protein kinase At1g56130
LOC112024410,AT1G56130,0,0,probable LRR receptor-like serine/threonine-protein kinase At1g56130
LOC112024411,AT1G56130,0,0,probable LRR receptor-like serine/threonine-protein kinase At1g56130
LOC112024414,AT1G12740,0,0,cytochrome P450 87A3
LOC112024415,AT2G15680,0,0,calmodulin-like protein 30
LOC112024416,AT4G34419,0,0,No Description available
LOC112024428,AT5G08690,0,0,"ATP synthase subunit beta, mitochondrial"
LOC112024431,AT3G19240,0,0,protein CYPRO4
LOC112024435,AT3G19190,0,0,autophagy-related protein 2
LOC112024436,AT2G29500,0,0,17.5 kDa class I heat shock protein
LOC112024437,AT3G19170,0,0,"presequence protease 1, chloroplastic/mitochondrial"
LOC112024438,AT2G19230,0,0,putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g19230
LOC112024439,AT2G29500,0,0,17.5 kDa class I heat shock protein
LOC112024440,--,0,0,No Description available
LOC112024441,AT3G19220,0,0,protein disulfide-isomerase SCO2
LOC112024444,AT2G15695,0,0,No Description available
LOC112024445,AT1G18060,0,0,No Description available
LOC112024446,AT2G29420,0,0,glutathione S-transferase U7
LOC112024447,AT3G19210,0,1,protein CHROMATIN REMODELING 25
LOC112024449,AT3G19184,1,0,B3 domain-containing protein At3g19184
LOC112024450,AT1G49670,0,0,No Description available
LOC112024452,AT1G49620,0,0,cyclin-dependent kinase inhibitor 7
LOC112024455,AT3G19184,1,0,B3 domain-containing protein Os01g0234100
LOC112024456,AT5G42700,1,0,B3 domain-containing protein At5g42700
LOC112024457,AT1G14870,0,0,cell number regulator 1
LOC112024463,--,0,0,No Description available
LOC112024464,AT4G18390,1,0,transcription factor TCP2
LOC112024466,AT5G46180,0,0,"ornithine aminotransferase, mitochondrial"
LOC112024467,AT5G46190,0,0,KH domain-containing protein At4g18375
LOC112024471,AT3G03090,0,0,sugar transport protein 1
LOC112024473,AT2G34640,0,0,"protein PLASTID TRANSCRIPTIONALLY ACTIVE 12, chloroplastic"
LOC112024475,AT4G21060,0,0,hydroxyproline O-galactosyltransferase GALT2
LOC112024477,AT5G46170,0,0,F-box protein At5g46170
LOC112024480,AT4G11610,0,0,FT-interacting protein 3
LOC112024484,AT3G25220,0,0,peptidyl-prolyl cis-trans isomerase FKBP15-1
LOC112024486,AT5G12950,0,0,No Description available
LOC112024487,AT3G07320,0,0,"probable glucan endo-1,3-beta-glucosidase A6"
LOC112024488,AT3G25210,0,0,"pentatricopeptide repeat-containing protein At3g25210, mitochondrial"
LOC112024491,--,0,0,No Description available
LOC112024492,AT1G29900,0,0,"carbamoyl phosphate synthase arginine-specific large chain, chloroplastic"
LOC112024496,AT4G12010,0,0,TMV resistance protein N
LOC112024498,AT5G49210,0,0,No Description available
LOC112024500,AT5G37630,0,0,No Description available
LOC112024501,AT5G60250,0,0,No Description available
LOC112024502,AT1G15130,0,0,vacuolar-sorting protein BRO1
LOC112024503,AT1G07900,1,0,LOB domain-containing protein 1
LOC112024505,AT4G27020,0,0,No Description available
LOC112024507,AT4G33000,0,0,calcineurin B-like protein 10
LOC112024514,--,0,0,No Description available
LOC112024517,AT5G11810,0,0,No Description available
LOC112024519,AT3G44716,0,0,No Description available
LOC112024520,AT5G36930,0,0,TMV resistance protein N
LOC112024522,--,0,0,No Description available
LOC112024523,AT4G12300,0,0,flavonoid 3'-monooxygenase CYP75B137
LOC112024525,AT5G22580,0,0,stress-response A/B barrel domain-containing protein At5g22580
LOC112024529,AT2G26640,0,0,3-ketoacyl-CoA synthase 11
LOC112024530,AT2G36430,0,0,UPF0481 protein At3g47200
LOC112024531,AT2G27810,0,0,nucleobase-ascorbate transporter 12
LOC112024532,AT5G22620,0,0,probable 2-carboxy-D-arabinitol-1-phosphatase
LOC112024533,AT2G27770,0,0,No Description available
LOC112024534,--,0,0,No Description available
LOC112024535,AT4G02670,1,0,protein indeterminate-domain 12
LOC112024537,AT1G11660,0,0,heat shock 70 kDa protein 16
LOC112024538,--,0,0,No Description available
LOC112024544,AT3G15140,0,0,No Description available
LOC112024545,AT3G15150,0,0,E3 SUMO-protein ligase MMS21
LOC112024546,AT3G21690,0,0,protein DETOXIFICATION 40
LOC112024547,AT3G14770,0,0,bidirectional sugar transporter SWEET2
LOC112024552,AT5G47610,0,0,RING-H2 finger protein ATL79-like
LOC112024555,AT1G72680,0,0,probable cinnamyl alcohol dehydrogenase 1
LOC112024556,AT1G73940,0,0,No Description available
LOC112024559,AT1G47670,0,0,lysine histidine transporter-like 8
LOC112024563,AT1G11650,0,0,polyadenylate-binding protein RBP45B
LOC112024567,--,0,0,F-box/kelch-repeat protein At3g06240
LOC112024569,AT1G47670,0,0,lysine histidine transporter-like 8
LOC112024570,--,0,0,F-box/kelch-repeat protein At3g06240
LOC112024572,AT3G06240,0,0,F-box/kelch-repeat protein At3g23880
LOC112024578,AT1G13820,0,0,alpha/beta hydrolase domain-containing protein VTE7
LOC112024581,AT1G76610,0,0,protein MIZU-KUSSEI 1
LOC112024582,AT3G14470,0,0,putative disease resistance protein RGA1
LOC112024583,AT4G35410,0,0,AP-1 complex subunit sigma-2
LOC112024585,AT1G21065,0,0,UPF0047 protein C4A8.02c
LOC112024586,AT1G76640,0,0,putative calcium-binding protein CML19
LOC112024587,AT1G76620,0,0,No Description available
LOC112024588,AT5G42370,0,0,No Description available
